"url","price","institution","title","skills you will gain","css-1qajodb","ratings","reviews","level type duration"
"https://www.coursera.org/learn/infrastructure-investing","Free","Università Bocconi","Financing and Investing in Infrastructure","Risk Management, Analysis, Project, Financial Management, Finance, Business Analysis, Strategy and Operations, Financial Analysis, Leadership and Management, Investment Management, Budget Management, Risk, Investment, Accounting, Data Analysis, Underwriting","Skills you'll gain:","4.8","(1.7k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/how-things-work","Free","University of Virginia","How Things Work: An Introduction to Physics","Mathematics, Physics","Skills you'll gain:","4.8","(2.6k reviews)","Intermediate · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a7/3b2ef504dc4c08cf37ad097944120f/logo.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/gender-sexuality","Free","University of Pittsburgh","Gender and Sexuality: Diversity and Inclusion in the Workplace","Communication, Human Resources, Employee Relations","Skills you'll gain:","4.7","(790 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/53/c65ea00fc611e7b307f997a2466d0e/Course-Graphic.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/genetics-evolution","Free","Duke University","Introduction to Genetics and Evolution","Mathematics, Entrepreneurship, Genetics, Evolution, Research and Design, General Statistics, Leadership and Management, Problem Solving, Biology, Probability & Statistics","Skills you'll gain:","4.8","(1.4k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/d3c37066d111e5a86d4d21e501e403/GenEvo_Course_Logo_1080.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/forensic-science","Free","Nanyang Technological University, Singapore","Introduction to Forensic Science","Chemistry, Analysis, Biology","Skills you'll gain:","4.8","(1.9k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/innovation-through-design","Free","The University of Sydney","Innovation Through Design: Think, Make, Break, Repeat","Entrepreneurship, Product Design, Leadership and Management, Design Thinking, Problem Solving, Research and Design, Human Computer Interaction, User Experience, Design and Product","Skills you'll gain:","4.8","(1.3k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/international-security-management","Free","Erasmus University Rotterdam","International Security Management","System Security, Analysis, Strategy and Operations, Operating Systems, Entrepreneurship, Risk, Security, Software Security, Security Strategy, Strategy, Leadership and Management, Finance, Security Engineering, Computer Networking, Safety, Trading, Marketing, Regulations and Compliance, Leadership, Sales","Skills you'll gain:","4.7","(807 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/arbitration-international-disputes","Free","Universiteit Leiden","International Law in Action: the Arbitration of International Disputes","Law, International Law","Skills you'll gain:","4.8","(903 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/university-teaching","Free","The University of Hong Kong","University Teaching","Instructional Design, Entrepreneurship, Teaching Method, Leadership and Management, Human Resources, People Development, Business Psychology, Assessment For Learning, Teaching, Human Learning","Skills you'll gain:","4.8","(1k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/contracts-1","Free","Yale University","American Contract Law I","Strategy and Operations, Law, Contract Management","Skills you'll gain:","4.9","(764 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/dairy-production","Free","The Pennsylvania State University","Dairy Production and Management","Product Management, Entrepreneurship, Animal, Strategy and Operations, Nutrition, Design and Product, Disease, Genetics","Skills you'll gain:","4.9","(1.2k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/ciencia-computacao-python-conceitos","Free","Universidade de São Paulo","Introdução à Ciência da Computação com Python Parte 1","Mathematics, Syntax, Semantics, Python Programming, Computer Programming, Theoretical Computer Science, Algorithms, Computer Programming Tools, Logic, Programming Principles, Computational Logic, Statistical Programming, Mathematical Theory & Analysis","Skills you'll gain:","4.9","(6.3k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/feminism-social-justice","Free","University of California, Santa Cruz","Feminism and Social Justice","Communication, Business Psychology, History, Justice, Leadership and Management, Culture","Skills you'll gain:","4.8","(5.3k reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/camino-excelencia-gestion-proyectos","Free","Pontificia Universidad Católica de Chile","Camino a la Excelencia en Gestión de Proyectos","Supply Chain and Logistics, Entrepreneurship, Project, Strategy and Operations, Mapping, Leadership and Management, Streams, Project Management, Planning","Skills you'll gain:","4.7","(6.1k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/microeconomics-part1","Free","University of Pennsylvania","Microeconomics: The Power of Markets","Market (Economics), Entrepreneurship, Demand, Microeconomics, Market Research, Supply Chain, Economics, Analysis, Taxes, Research and Design","Skills you'll gain:","4.7","(1.3k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/becoming-a-veterinarian","Free","The University of Edinburgh","EDIVET: Do you have what it takes to be a veterinarian?","Animal, History, Leadership and Management, Customer Relationship Management, Communication, Finance, Medicine, Marketing, Anatomy, Emotional Intelligence, Experience","Skills you'll gain:","4.8","(2.2k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/journalism","Free","University of Pennsylvania","English for Journalism","Communication, Business Psychology, Journalism, Data Visualization, Writing, Culture, Leadership and Management, English Grammar, Social Media, Grammar, Digital Marketing, Marketing, Language, English Language","Skills you'll gain:","4.8","(2.4k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/instructional-methods-education","Free","University of Michigan","Instructional Methods in Health Professions Education","Methodology, Business Psychology, Entrepreneurship, Teaching Method, People Development, Data Analysis, Education, Professional Development, Research and Design, Simulation, Human Resources, Leadership and Management, Strategy and Operations, Operations Research, Teaching, Human Learning","Skills you'll gain:","4.7","(361 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/antibiotic-stewardship","Free","Stanford University","Antibiotic Stewardship","Leadership and Management","Skills you'll gain:","4.4","(238 reviews)","Advanced · Course · 1-3 Months",""
"https://www.coursera.org/learn/machine-design1","Free","Georgia Institute of Technology","Machine Design Part I","Entrepreneurship, Research and Design, Design and Product, Product Development, Materials, Failure, Problem Solving, Analysis","Skills you'll gain:","4.8","(1.9k reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/big-bang","Free","The University of Tokyo","From the Big Bang to Dark Energy","Mathematics, Energy, Physics, Astronomy","Skills you'll gain:","4.8","(3.2k reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/social-economic-networks","Free","Stanford University","Social and Economic Networks:  Models and Analysis","Network Analysis, Mathematics, Graph Theory, Social Network, Accounting, Probability & Statistics, Network Model, Analysis, Human Resources, Modeling, Epidemiology, Game Theory, Computer Networking","Skills you'll gain:","4.8","(680 reviews)","Advanced · Course · 1-3 Months",""
"https://www.coursera.org/learn/sleep","Free","University of Michigan","Sleep: Neurobiology, Medicine, and Society","Medicine, Machine Learning, Feature Engineering","Skills you'll gain:","4.8","(591 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/erasmus-econometrics","Free","Erasmus University Rotterdam","Econometrics: Methods and Applications","Mathematics, Communication, Analysis, Time Series, Advertising, Marketing, Forecasting, General Statistics, Probability & Statistics, Linear Regression, Regression Analysis, Regression, Econometrics, Algebra, Linearity, Modeling","Skills you'll gain:","4.6","(1.1k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/problem-solving-programming-video-games","Free","University of Alberta","Problem Solving, Python Programming, and Video Games","Software Testing, Supply Chain and Logistics, Computer Programming, Python Programming, Software Engineering, Mathematics, Statistical Programming, Design and Product, Leadership and Management, Entrepreneurship, Semantics, Research and Design, Mathematical Theory & Analysis, Problem Solving, Natural Language Processing, Algorithms, Application Development, Computational Thinking, Theoretical Computer Science, Programming Principles, Product Design, Planning, Machine Learning, Computer Programming Tools, Computational Logic","Skills you'll gain:","4.3","(169 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/learn-speak-korean1","Free","Yonsei University","Learn to Speak Korean 1","Communication, Korean Language, Language, Grammar, Speech","Skills you'll gain:","4.9","(9.2k reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6b/0bbd403c3a11e687d7cff9394dce84/logo4.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/aboriginal-education","Free","University of Toronto","Aboriginal Worldviews and Education","Business Psychology, Strategy and Operations, Research and Design, Culture, Leadership and Management, Business Analysis","Skills you'll gain:","4.7","(355 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/aboriginaled/large-icon.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television","Free","Michigan State University","Write A Feature Length Screenplay For Film Or Television","Research and Design, Writing, Communication, Entrepreneurship, Creativity","Skills you'll gain:","4.5","(143 reviews)","Beginner · Course · 3-6 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/54/9d9ee886cd41a89e7dbf9cae8f99a0/CAS120913_315_-_Composite_9x15_sRGB.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
